fuel_type,plant_age_years,efficiency_percent,capacity_factor_percent,load_factor,weather_impact_factor,maintenance_factor,region,grid_demand_mw,operating_temp_celsius,distance_to_grid_km,electricity_generated_mwh,co2_emissions_tonnes
Natural_Gas,7.3,50.28,56.16,0.788,1.0,1.0,Central,6266.88,21.2,70.1,5498.13,2046.12
Wind,13.6,32.95,23.25,0.89,0.832,0.95,West,1850.38,20.0,97.4,205.72,3.53
Natural_Gas,4.4,51.93,53.61,0.842,1.0,1.0,North,6610.55,15.4,56.9,2780.7,1015.99
Solar,13.6,19.56,17.65,0.565,0.995,0.95,West,4757.25,29.1,65.4,214.45,33.88
Coal,5.1,29.77,68.74,0.416,1.0,1.0,North,3596.18,22.0,22.9,7654.2,12407.77
Nuclear,22.6,31.13,79.1,0.857,1.0,1.0,East,4762.32,13.5,15.5,18312.37,642.66
Hydroelectric,19.3,87.63,47.46,0.576,1.035,1.0,South,2881.72,34.1,9.1,181.62,2.64
Wind,8.6,35.46,40.69,0.781,0.859,1.0,West,4315.6,40.4,63.8,1036.75,16.46
Coal,4.4,37.33,68.22,0.752,1.0,1.0,South,3917.96,16.9,81.0,12079.99,13644.51
Coal,14.2,33.15,72.37,0.842,1.0,0.95,West,5585.41,46.9,27.0,10166.09,15593.41
Solar,22.1,17.99,27.34,0.747,1.078,1.0,West,5405.9,37.2,93.9,651.68,129.43
Wind,34.3,32.13,40.69,0.304,0.609,1.0,North,6072.06,18.9,26.8,69.01,1.57
Natural_Gas,28.0,49.19,86.16,0.53,1.0,1.0,Central,4181.05,18.0,93.7,1516.59,759.28
Natural_Gas,30.9,47.09,77.98,0.593,1.0,1.0,South,5704.2,24.9,90.5,7516.46,3945.84
Coal,33.0,29.84,72.97,0.735,1.0,1.0,Central,5225.8,24.4,81.7,13471.73,24617.08
Hydroelectric,6.2,88.41,67.88,0.425,1.29,1.0,East,4953.91,27.7,78.3,921.22,13.83
Solar,28.5,16.06,32.02,0.714,0.902,1.0,West,2142.53,22.6,70.4,398.25,78.68
Nuclear,25.5,29.77,92.02,0.758,1.0,1.0,South,7041.57,20.4,76.2,10486.41,396.88
Nuclear,37.5,31.29,88.0,0.764,1.0,1.0,North,5342.06,24.2,46.9,7919.8,282.28
Nuclear,36.0,33.59,74.64,0.655,1.0,1.0,North,3968.4,30.7,33.6,8998.18,280.68
Coal,24.8,31.78,65.59,0.639,1.0,1.0,Central,5003.7,24.1,59.7,10142.28,17029.9
Nuclear,15.3,34.99,90.53,0.397,1.0,1.0,Central,5480.21,26.7,98.4,7155.65,208.56
Hydroelectric,35.1,87.99,53.28,0.571,0.887,1.0,Central,5501.24,33.5,98.6,712.91,12.76
Natural_Gas,36.4,51.95,54.03,0.58,1.0,1.0,Central,5474.14,23.3,26.3,2781.53,1418.98
Coal,5.0,32.38,82.39,0.869,1.0,1.0,East,4517.34,14.6,48.0,12495.73,18148.71
Coal,17.4,31.62,64.93,0.446,1.0,1.0,North,5106.02,27.0,44.5,4744.23,8237.12
Natural_Gas,22.4,53.74,63.92,0.573,1.0,1.0,West,4733.11,27.9,54.7,6020.52,2451.24
Hydroelectric,17.0,89.35,78.87,0.64,0.947,0.95,South,5485.61,35.8,4.5,903.1,14.52
Natural_Gas,16.0,55.46,61.4,0.483,1.0,1.0,North,6809.9,32.0,32.3,1514.58,586.15
Oil,23.1,36.86,42.36,0.944,1.0,1.0,West,5651.21,29.0,77.3,2216.4,2616.02
Natural_Gas,8.2,46.07,55.56,0.861,1.0,1.0,East,6014.54,25.8,33.4,6547.6,2734.85
Natural_Gas,1.1,48.74,55.26,0.686,1.0,1.0,North,4544.99,21.4,15.3,4328.73,1660.62
Natural_Gas,24.4,50.79,44.61,0.603,1.0,1.0,East,6273.07,37.0,55.8,1969.89,933.05
Natural_Gas,38.8,45.78,87.02,0.75,1.0,1.0,West,6662.79,11.3,69.4,7457.47,3831.09
Hydroelectric,17.7,88.43,51.05,0.599,1.298,1.0,East,3201.13,27.4,77.4,3084.38,46.31
Natural_Gas,7.4,50.53,55.05,0.718,1.0,1.0,West,5976.02,25.3,29.6,1533.41,634.75
Natural_Gas,39.4,44.89,40.59,0.9,1.0,1.0,South,3487.96,19.4,2.4,3844.53,2068.41
Coal,3.7,39.39,84.98,0.526,1.0,1.0,Central,6963.41,32.3,73.2,6287.01,7398.45
Hydroelectric,27.4,89.9,78.38,0.416,1.029,1.0,West,3342.62,29.0,68.2,2211.26,35.03
Oil,22.1,41.13,49.54,0.647,1.0,0.95,North,3714.22,18.1,34.9,2125.01,1932.75
Solar,37.1,21.92,17.73,0.78,0.884,0.95,South,4722.3,18.3,61.1,392.23,66.93
Wind,9.4,37.86,54.22,0.507,0.762,1.0,West,3769.19,22.3,34.0,836.73,12.72
Wind,14.1,33.59,50.8,0.756,1.08,1.0,West,5642.14,29.6,39.1,1199.48,24.04
Coal,18.3,36.38,70.99,0.324,1.0,1.0,South,3986.02,28.2,70.5,3241.91,4765.69
Coal,32.1,31.98,63.38,0.666,1.0,1.0,South,5824.8,18.0,46.9,2030.03,3837.71
Nuclear,16.4,36.83,76.12,0.386,1.0,1.0,South,1712.24,32.8,76.7,6814.03,180.65
Coal,4.9,37.45,74.66,0.377,1.0,0.95,South,4514.41,17.5,73.5,5941.52,7133.84
Natural_Gas,3.9,48.59,52.19,0.384,1.0,1.0,West,6267.57,17.5,36.6,3154.76,1161.63
Nuclear,12.1,29.88,93.46,0.622,1.0,0.95,East,3806.38,12.6,47.2,14347.11,478.71
Coal,32.8,33.28,62.01,0.834,1.0,0.95,West,1886.89,43.1,34.0,17547.03,29522.79
Natural_Gas,18.2,50.92,78.22,0.919,1.0,1.0,South,3627.09,20.8,94.5,12516.05,4574.37
Coal,37.5,28.61,86.08,0.725,1.0,1.0,North,5297.67,17.5,35.7,467.3,1049.52
Coal,26.2,32.6,75.35,0.996,1.0,1.0,East,3397.31,29.7,1.6,3424.76,5287.34
Coal,15.5,37.93,89.57,0.746,1.0,1.0,East,3567.84,21.3,50.5,8225.0,11088.68
Oil,17.0,33.95,37.58,0.376,1.0,1.0,East,2112.07,7.7,90.5,1115.79,1290.09
Nuclear,19.3,24.08,82.2,0.605,1.0,0.95,West,4109.59,24.0,78.6,5496.08,258.91
Wind,9.0,27.64,34.34,0.443,0.883,0.95,Central,4212.39,19.8,24.5,298.32,6.44
Coal,28.9,30.75,66.03,0.849,1.0,1.0,Central,1000.0,45.2,33.0,8088.9,15001.09
Natural_Gas,8.9,51.97,53.45,0.386,1.0,1.0,Central,3037.26,28.8,11.6,2349.62,884.8
Natural_Gas,3.7,51.16,61.58,0.329,1.0,1.0,Central,2623.53,14.0,25.6,2714.63,1091.02
Oil,20.9,37.8,76.54,0.401,1.0,1.0,South,4331.32,34.0,5.7,1445.23,1650.9
Coal,13.4,36.39,72.09,0.327,1.0,1.0,East,5265.3,55.8,79.8,5047.83,7196.93
Biomass,19.9,21.88,75.65,0.552,1.0,1.0,South,5439.49,18.3,25.5,2150.07,1499.1
Coal,29.4,35.35,79.0,0.733,1.0,1.0,East,5679.41,18.7,48.1,5664.02,9199.83
Nuclear,33.6,34.49,86.8,0.366,1.0,1.0,Central,4951.12,38.4,54.0,3253.0,100.9
Natural_Gas,37.9,40.9,50.27,0.669,1.0,1.0,South,5118.04,26.1,87.7,2567.08,1467.56
Coal,24.9,33.97,62.74,0.643,1.0,1.0,North,6556.76,30.2,63.0,7900.76,12698.1
Wind,19.7,36.66,31.74,0.514,1.232,1.0,East,3575.0,17.8,42.4,791.15,14.32
Nuclear,13.6,28.14,68.52,0.662,1.0,0.95,West,4772.19,27.4,19.4,7822.02,255.47
Hydroelectric,16.8,82.62,47.82,0.684,0.851,1.0,North,4231.25,28.0,88.2,1762.73,29.83
Coal,13.2,30.28,62.17,0.608,1.0,1.0,South,3305.86,33.3,51.5,8987.13,15428.56
Natural_Gas,12.8,58.22,31.4,0.916,1.0,1.0,South,4173.27,38.8,46.9,4388.78,1464.89
Natural_Gas,7.3,49.62,95.0,0.847,1.0,1.0,South,3444.17,23.2,4.7,13945.98,6135.5
Nuclear,24.5,27.12,92.01,0.9,1.0,1.0,East,4688.88,19.2,10.4,18427.41,704.32
Coal,24.1,28.12,89.37,0.765,1.0,1.0,East,4635.19,39.7,65.0,12710.36,25099.31
Natural_Gas,17.8,51.55,46.79,0.704,1.0,1.0,North,2901.52,13.5,17.8,4329.77,1732.15
Coal,36.5,31.18,71.74,0.302,1.0,1.0,East,5067.86,26.6,30.9,625.49,1196.1
Coal,29.9,29.36,62.2,0.563,1.0,1.0,South,5253.32,52.4,22.7,6278.06,12177.02
Natural_Gas,26.3,50.28,69.92,0.58,1.0,1.0,West,7293.8,21.6,51.0,5240.54,2380.75
Coal,28.4,31.28,63.08,0.872,1.0,1.0,North,2300.55,31.1,38.3,4866.71,8552.13
Biomass,10.4,29.09,30.22,0.826,1.0,1.0,Central,5947.49,19.4,21.8,1340.04,651.52
Coal,4.5,31.63,63.26,0.527,1.0,0.95,East,7146.52,44.4,88.5,10123.56,14984.04
Natural_Gas,35.1,46.63,73.17,0.969,1.0,1.0,Central,5610.48,20.3,34.3,16842.45,8722.16
Natural_Gas,6.0,48.87,71.05,0.684,1.0,1.0,Central,3339.5,11.9,40.0,4277.87,1740.99
Coal,12.7,28.72,76.26,0.56,1.0,1.0,West,1000.0,38.4,60.4,13768.21,24973.27
Natural_Gas,30.8,47.1,46.2,0.413,1.0,1.0,Central,4612.38,17.3,6.8,802.41,420.63
Natural_Gas,11.5,45.21,73.22,0.599,1.0,1.0,West,5884.56,23.0,63.7,7393.15,3180.88
Nuclear,28.3,31.78,93.67,0.683,1.0,1.0,West,2177.73,28.8,42.2,10016.56,340.25
Natural_Gas,30.6,43.59,64.88,0.445,1.0,1.0,East,6049.14,14.6,84.1,2219.18,1187.78
Natural_Gas,34.2,46.29,90.03,0.564,1.0,1.0,Central,7806.9,24.9,78.4,280.0,130.92
Nuclear,14.1,29.28,87.66,0.949,1.0,0.95,Central,5388.69,23.8,80.4,15623.27,491.06
Coal,2.2,40.68,58.49,0.429,1.0,1.0,North,5261.99,30.3,54.6,5104.95,5874.35
Coal,21.4,31.2,71.94,0.786,1.0,1.0,East,5084.1,17.2,25.2,8021.26,15099.04
Natural_Gas,12.3,47.71,45.41,0.625,1.0,0.95,West,4907.98,15.6,25.9,2141.78,944.01
Natural_Gas,33.1,49.54,64.21,0.545,1.0,1.0,North,5022.98,27.8,10.7,4488.85,2025.83
Natural_Gas,19.0,45.7,73.45,0.621,1.0,1.0,East,7524.46,30.2,42.2,2308.27,1072.79
Coal,10.9,31.84,62.37,0.907,1.0,1.0,West,6407.21,28.1,25.0,12483.5,19483.42
Wind,14.1,34.89,29.06,0.505,0.989,1.0,North,5189.85,22.4,78.9,426.14,7.51
Coal,28.3,31.62,48.53,0.557,1.0,1.0,East,9001.27,20.8,93.7,5326.01,10316.69
Natural_Gas,8.0,48.21,65.63,0.901,1.0,1.0,Central,5444.13,35.2,28.2,9606.78,3612.39
Solar,24.0,22.06,33.71,0.627,1.212,1.0,North,5346.39,18.0,23.0,1026.66,156.88
Hydroelectric,8.8,95.0,24.24,0.792,0.731,1.0,East,6000.4,27.9,30.8,1033.15,13.81
Natural_Gas,14.6,41.86,66.71,0.514,1.0,1.0,West,6829.3,42.5,27.1,2475.13,1207.36
Oil,14.5,35.87,41.49,0.921,1.0,0.95,Central,6965.51,21.9,5.7,2227.02,2352.69
Coal,4.2,38.93,60.59,0.806,1.0,0.95,West,6000.04,28.1,75.7,5243.48,6328.24
Natural_Gas,32.7,51.46,48.86,0.435,1.0,1.0,West,5945.27,20.4,30.4,2350.23,1071.82
Natural_Gas,35.3,45.52,67.31,0.341,1.0,1.0,Central,5615.4,28.4,55.5,2295.78,1171.9
Natural_Gas,10.8,46.18,57.56,0.829,1.0,1.0,East,7445.56,36.1,34.4,7711.38,3199.08
Oil,4.1,38.33,64.31,0.401,1.0,1.0,Central,5765.71,11.9,94.1,1296.95,1273.0
Coal,27.1,37.59,75.84,0.905,1.0,1.0,South,8186.06,22.5,25.5,4310.08,6527.35
Natural_Gas,17.0,42.85,72.69,0.605,1.0,1.0,Central,6117.57,39.7,2.2,5962.67,2711.65
Coal,18.2,32.69,71.24,0.403,1.0,1.0,West,3428.45,25.2,29.9,6897.97,10934.9
Coal,34.8,34.32,73.54,0.36,1.0,0.95,Central,4089.52,15.1,82.2,4414.36,7084.74
Natural_Gas,22.2,48.77,34.25,0.614,1.0,1.0,North,4897.13,36.3,88.0,978.15,450.69
Natural_Gas,3.7,47.52,80.57,0.592,1.0,1.0,West,4430.04,27.3,29.7,1143.66,435.71
Natural_Gas,26.5,45.8,75.99,0.784,1.0,1.0,North,6951.66,25.2,94.3,6334.41,3193.14
Coal,4.0,38.55,81.42,0.681,1.0,1.0,Central,4430.08,22.4,45.0,8567.86,9987.74
Coal,37.1,35.89,67.5,0.826,1.0,1.0,North,5350.82,20.8,79.1,10551.29,15997.6
Coal,25.2,34.94,64.51,0.836,1.0,1.0,East,7173.99,21.8,19.3,6858.62,10737.58
Nuclear,18.0,30.49,83.63,0.417,1.0,1.0,North,7337.99,30.5,14.8,7289.43,244.86
Hydroelectric,23.2,85.92,40.05,0.843,0.897,1.0,North,5608.13,13.0,27.1,740.09,13.03
Geothermal,11.2,10.0,33.57,0.778,1.0,1.0,North,6880.76,14.9,18.0,1525.42,316.01
Wind,20.2,31.84,38.95,0.838,0.937,1.0,South,5806.06,17.6,43.1,890.66,18.4
Hydroelectric,27.7,87.89,70.42,0.515,1.151,1.0,South,6646.72,36.8,40.4,1451.21,23.35
Coal,28.3,34.69,70.47,0.765,1.0,1.0,South,7081.88,18.0,54.5,14982.96,24614.1
Natural_Gas,34.6,45.23,59.65,0.567,1.0,1.0,West,5238.09,30.5,35.9,1209.76,656.22
Natural_Gas,29.5,44.76,60.1,0.643,1.0,1.0,North,5762.79,17.8,33.6,5131.23,2528.74
Biomass,1.8,26.61,70.54,0.309,1.0,1.0,Central,3572.88,25.5,76.6,908.6,460.02
Coal,4.8,29.25,64.55,0.921,1.0,1.0,South,8124.35,9.9,30.4,11347.48,17813.81
Natural_Gas,26.2,43.78,58.12,0.76,1.0,1.0,Central,6635.99,24.7,28.9,7202.04,3371.42
Coal,30.0,29.06,84.63,0.452,1.0,1.0,South,5849.12,25.3,85.3,5491.57,10551.24
Natural_Gas,29.8,54.34,18.42,0.889,1.0,0.95,West,7868.26,20.3,20.9,1370.97,586.71
Natural_Gas,17.5,46.27,57.27,0.456,1.0,1.0,West,5007.3,36.6,24.9,1723.79,824.16
Nuclear,33.4,34.88,86.46,0.33,1.0,1.0,West,2118.73,21.6,82.4,9065.16,286.69
Nuclear,39.6,25.87,78.5,0.995,1.0,1.0,West,4506.43,46.0,10.9,21270.29,912.33
Biomass,21.7,18.29,48.92,0.382,1.0,1.0,North,5926.74,28.0,11.6,1386.59,1274.73
Solar,36.3,17.77,25.71,0.881,1.2,1.0,Central,5266.36,24.2,61.3,480.32,96.48
Natural_Gas,6.5,43.69,94.18,0.793,1.0,1.0,North,4995.63,28.9,4.1,3877.17,1601.31
Natural_Gas,16.4,46.13,54.98,0.988,1.0,0.95,East,5428.26,2.9,30.2,3899.48,1757.25
Geothermal,15.3,10.0,52.83,0.421,1.0,1.0,North,5942.93,27.5,24.1,1680.65,358.45
Natural_Gas,1.6,51.71,53.89,0.636,1.0,1.0,West,3718.47,32.2,55.1,2533.04,961.12
Coal,10.3,33.27,73.26,0.846,1.0,1.0,North,4195.96,37.5,54.3,12451.76,18437.41
Natural_Gas,9.6,47.24,70.38,0.687,1.0,1.0,Central,5352.78,26.3,88.4,6066.03,2322.23
Natural_Gas,4.7,42.8,59.76,0.665,1.0,1.0,West,6357.08,10.5,90.3,2196.48,932.63
Coal,29.6,30.93,67.07,0.819,1.0,1.0,Central,5962.04,33.4,46.4,11213.12,18650.86
Nuclear,34.8,29.96,82.58,0.96,1.0,1.0,North,6123.36,18.5,25.4,20117.55,784.66
Natural_Gas,19.7,43.96,51.22,0.483,1.0,1.0,North,3800.56,35.6,7.8,1692.29,903.39
Hydroelectric,14.2,81.66,60.85,0.975,1.236,1.0,Central,3884.38,34.4,18.8,3664.9,52.37
Natural_Gas,20.7,57.18,50.23,0.441,1.0,1.0,North,6482.03,10.6,28.6,1688.85,679.83
Hydroelectric,8.5,90.56,38.43,0.48,0.773,1.0,East,7270.45,24.0,96.3,655.36,9.84
Solar,7.1,20.04,31.87,0.577,0.955,1.0,East,3613.55,17.6,51.1,397.32,59.94
Coal,7.2,31.34,53.73,0.992,1.0,1.0,East,5720.06,25.9,88.0,8429.73,12286.24
Natural_Gas,8.9,47.27,37.26,0.907,1.0,0.95,West,6534.21,16.3,38.0,2429.31,989.79
Natural_Gas,28.3,50.96,39.9,0.456,1.0,1.0,Central,5256.81,25.5,27.0,430.14,204.65
Coal,18.5,33.68,63.02,0.464,1.0,1.0,West,1671.44,14.7,51.8,6266.2,9045.68
Solar,7.6,19.19,26.52,0.988,1.026,1.0,Central,3985.95,9.1,91.0,1159.08,169.5
Hydroelectric,36.1,83.19,43.93,0.739,0.722,1.0,East,2717.5,26.5,18.4,1440.7,28.33
Nuclear,20.5,34.53,84.86,0.847,1.0,1.0,Central,3295.14,37.4,12.4,16925.75,485.52
Coal,25.8,35.79,66.92,0.628,1.0,1.0,Central,5389.36,36.3,98.9,4569.87,7235.13
Nuclear,30.4,26.88,94.2,0.482,1.0,1.0,South,6796.32,47.5,57.2,14425.58,648.18
Natural_Gas,17.0,48.13,82.56,0.858,1.0,1.0,Central,6241.15,20.3,5.5,169.92,68.01
Coal,5.0,41.19,82.83,0.858,1.0,1.0,North,6223.37,34.9,97.2,2302.43,2504.15
Natural_Gas,7.6,50.6,56.44,0.449,1.0,1.0,Central,5257.9,26.6,16.3,5297.06,2060.96
Natural_Gas,10.1,52.95,53.5,0.684,1.0,1.0,West,5649.68,30.7,21.6,4807.89,1803.13
Solar,30.7,21.73,21.25,0.597,1.019,1.0,West,6310.3,35.2,85.4,433.95,66.27
Nuclear,9.3,39.07,85.68,0.922,1.0,1.0,West,3431.91,24.3,77.3,15375.31,348.76
Natural_Gas,1.8,43.59,63.82,0.976,1.0,1.0,Central,7972.08,27.1,63.4,2818.49,1029.56
Natural_Gas,15.3,54.47,77.8,0.768,1.0,1.0,East,4991.92,42.9,28.0,3003.15,1216.4
Natural_Gas,5.1,50.27,86.92,0.661,1.0,1.0,East,5946.52,39.2,34.3,4106.46,1708.28
Solar,4.9,23.72,30.54,0.388,0.826,1.0,East,4062.33,12.5,66.3,279.59,36.45
Natural_Gas,28.7,44.1,59.32,0.878,1.0,1.0,East,2811.26,22.8,79.6,9193.66,4815.41
Hydroelectric,7.8,82.04,50.93,0.848,0.979,1.0,North,6186.17,29.3,73.3,3147.03,42.58
Coal,14.4,30.9,65.79,0.504,1.0,1.0,North,2297.03,22.4,83.9,2880.27,5203.81
Solar,23.7,15.6,32.21,0.439,1.106,1.0,East,2703.87,24.2,21.0,445.48,94.69
Hydroelectric,16.2,92.47,51.26,0.55,1.063,0.95,North,7239.84,27.9,90.2,967.38,15.02
Wind,18.4,29.92,32.37,0.5,1.006,1.0,Central,4172.97,22.2,52.1,697.6,15.83
Natural_Gas,27.0,47.45,52.91,0.53,1.0,1.0,North,4876.58,26.1,67.0,2733.17,1319.53
Natural_Gas,31.2,43.31,58.9,0.641,1.0,1.0,Central,6206.32,32.5,91.6,3350.68,1631.69
Coal,20.4,33.7,92.57,0.578,1.0,1.0,West,3834.84,41.2,58.9,11697.05,18556.18
Wind,12.2,31.12,30.89,0.671,1.27,1.0,East,4754.56,37.6,47.6,730.63,14.61
Coal,33.3,30.09,79.79,0.638,1.0,1.0,West,4620.68,35.3,81.0,11497.5,22437.69
Natural_Gas,15.3,50.29,78.64,0.731,1.0,0.95,South,3246.66,41.0,50.1,7734.68,3119.63
Wind,30.2,31.92,42.0,0.964,0.888,1.0,East,5969.57,26.8,60.6,715.28,14.78
Coal,7.7,33.43,66.99,0.597,1.0,1.0,West,4146.17,34.8,58.8,7579.11,11068.65
Wind,26.1,33.79,41.45,0.852,1.039,1.0,West,4324.64,19.4,95.5,1528.17,32.37
Hydroelectric,28.1,88.04,68.08,0.804,0.944,1.0,North,5777.97,11.9,33.0,3384.82,59.75
Natural_Gas,28.5,48.94,70.18,0.509,1.0,1.0,North,4426.67,4.8,44.5,2200.63,1006.75
Natural_Gas,31.2,46.58,76.38,0.65,1.0,0.95,South,2152.43,16.6,92.1,5281.87,2724.78
Natural_Gas,25.7,50.74,88.72,0.53,1.0,1.0,North,7446.25,45.8,55.6,3257.19,1370.93
Natural_Gas,11.7,49.92,72.09,0.52,1.0,1.0,South,5863.75,24.5,22.4,1359.85,583.24
Natural_Gas,17.3,54.63,34.86,0.872,1.0,1.0,Central,6697.96,16.6,36.1,2922.08,1052.11
Coal,13.9,34.06,72.34,0.652,1.0,1.0,North,6328.74,11.0,6.3,11531.33,16475.46
Natural_Gas,21.9,48.8,49.78,0.378,1.0,1.0,West,2533.58,16.7,32.4,3416.94,1506.67
Biomass,34.4,26.25,64.13,0.918,1.0,1.0,Central,2962.51,14.6,56.1,1858.7,1215.07
Natural_Gas,6.3,58.07,40.42,0.38,1.0,1.0,East,5913.82,29.0,16.2,1247.78,418.53
Solar,22.6,19.13,35.36,0.42,1.231,1.0,West,4774.37,11.2,97.4,452.56,83.07
Nuclear,2.7,30.54,77.9,0.772,1.0,1.0,East,6338.48,19.5,73.4,21174.59,627.75
Solar,25.3,15.05,25.54,0.903,0.993,0.95,North,3871.24,29.4,45.1,450.01,94.23
Natural_Gas,23.6,48.4,82.03,0.569,1.0,1.0,Central,3311.26,28.1,52.9,4611.7,2177.53
Natural_Gas,21.4,50.77,80.79,0.83,1.0,1.0,North,4664.62,31.1,19.0,160.89,63.24
Coal,32.9,31.94,58.38,0.406,1.0,1.0,East,5491.94,23.5,23.0,6274.79,11851.92
Coal,33.6,32.33,68.51,0.82,1.0,1.0,East,3950.25,33.2,85.4,208.76,381.33
Natural_Gas,22.2,52.92,53.88,0.919,1.0,1.0,North,6523.17,29.3,46.1,5940.98,2254.45
Nuclear,3.8,30.42,81.35,0.542,1.0,1.0,East,4954.61,13.1,11.7,10402.38,299.84
Natural_Gas,33.2,45.5,79.56,0.504,1.0,1.0,North,7364.17,26.5,65.6,6040.6,3274.12
Coal,11.7,36.47,54.68,0.944,1.0,1.0,North,4429.54,32.8,95.6,12642.8,18224.85
Hydroelectric,17.9,83.31,45.45,0.563,0.775,1.0,North,4760.34,20.0,61.2,964.59,16.3
Hydroelectric,24.3,86.77,9.35,0.393,0.749,1.0,West,5800.21,38.6,24.0,45.69,0.8
Natural_Gas,25.3,47.85,59.7,0.895,1.0,1.0,South,5299.78,26.8,7.9,5081.3,2336.72
Hydroelectric,23.7,88.43,45.78,0.498,1.087,1.0,Central,4426.85,26.6,38.7,1000.19,16.85
Geothermal,21.7,11.46,55.66,0.783,1.0,0.95,East,5155.86,25.6,43.8,1865.63,361.23
Natural_Gas,22.4,44.45,86.75,0.603,1.0,1.0,South,4518.84,16.5,63.5,3564.72,1826.73
Coal,36.3,31.54,65.95,0.892,1.0,0.95,Central,7426.07,10.0,5.5,10707.97,21238.15
Natural_Gas,21.7,48.54,71.56,0.756,1.0,0.95,Central,5515.34,39.8,47.3,8461.15,3993.46
Natural_Gas,2.8,51.12,47.03,0.88,1.0,1.0,West,5692.2,31.7,91.5,3441.86,1222.12
Coal,33.0,28.24,59.73,0.785,1.0,1.0,North,4306.09,34.9,37.3,9107.59,18271.86
Nuclear,36.1,28.24,87.73,0.628,1.0,1.0,East,4314.13,14.1,75.1,9677.18,367.84
Natural_Gas,21.1,55.85,35.06,0.488,1.0,1.0,Central,5334.27,19.1,42.3,1988.25,788.82
Wind,6.3,32.34,32.39,0.985,1.118,0.95,North,2521.19,32.8,70.1,267.45,4.57
Biomass,18.8,24.7,56.6,0.609,1.0,1.0,South,6171.84,26.0,19.0,2139.98,1414.78
Coal,22.8,37.41,85.7,0.789,1.0,1.0,South,3380.07,28.5,51.0,8295.57,11591.39
Natural_Gas,22.9,39.93,56.81,0.362,1.0,1.0,Central,7079.33,-1.2,68.8,2852.98,1738.14
Solar,9.2,19.38,18.01,0.502,1.103,1.0,West,5757.27,26.0,68.3,261.88,37.46
Natural_Gas,14.8,43.3,55.0,0.96,1.0,1.0,Central,5345.23,15.9,69.3,3906.06,1772.7
Hydroelectric,12.4,84.38,38.21,0.539,1.083,1.0,West,5462.77,20.6,46.9,1714.3,27.34
Natural_Gas,8.6,45.68,60.36,0.884,1.0,1.0,North,3058.76,43.2,50.8,5254.65,2232.61
Natural_Gas,18.9,48.14,95.0,0.565,1.0,1.0,East,2494.11,21.9,54.3,2262.94,1123.01
Oil,37.1,34.16,51.28,0.751,1.0,1.0,North,4133.42,6.6,33.4,2159.37,3088.51
Coal,39.4,30.64,54.22,0.6,1.0,1.0,West,5942.38,16.4,98.4,5343.44,10882.21
Wind,15.2,35.83,43.32,0.773,0.974,1.0,West,1938.81,18.6,45.3,554.84,10.17
Nuclear,39.0,28.3,87.75,0.946,1.0,0.95,South,5883.66,32.4,89.2,19611.88,830.04
Wind,32.5,33.41,43.1,0.847,1.055,1.0,South,4170.5,30.6,83.6,1371.83,28.38
Geothermal,21.9,10.0,52.75,0.534,1.0,1.0,West,2930.15,26.9,92.4,1184.96,258.24
Solar,20.1,18.22,26.29,0.849,1.002,1.0,South,6144.14,9.3,88.4,764.35,131.34
Geothermal,3.3,15.3,52.28,0.384,1.0,1.0,East,4238.3,28.6,22.2,1597.58,195.27
Geothermal,33.3,10.0,76.14,0.351,1.0,1.0,Central,5034.68,31.0,69.5,1847.53,515.08
Natural_Gas,4.4,45.6,64.74,0.717,1.0,1.0,South,6553.23,17.8,55.8,3012.31,1223.41
Natural_Gas,29.5,46.02,37.21,0.853,1.0,0.95,North,7762.41,48.2,97.1,3536.74,1723.89
Nuclear,37.7,28.4,91.76,0.951,1.0,0.95,East,3564.45,20.8,16.0,16905.19,678.79
Natural_Gas,39.9,46.61,39.24,0.912,1.0,1.0,North,4600.86,27.8,35.9,1518.5,804.93
Natural_Gas,12.1,46.55,27.91,0.999,1.0,1.0,South,4221.65,16.9,89.2,3525.33,1528.87
Natural_Gas,23.1,45.19,40.11,0.778,1.0,1.0,South,1405.11,35.6,43.0,436.77,227.2
Coal,33.8,29.5,80.09,0.733,1.0,1.0,East,7099.77,17.3,39.4,15823.81,33613.59
Natural_Gas,22.1,51.31,56.06,0.364,1.0,1.0,South,3908.89,19.5,80.7,2093.38,974.42
Coal,19.2,34.01,86.81,0.551,1.0,1.0,West,3902.4,39.9,98.0,4560.16,7054.64
Biomass,36.2,24.62,40.01,0.691,1.0,1.0,West,2814.62,13.2,39.7,1219.49,876.55
Nuclear,15.9,38.1,82.06,0.658,1.0,1.0,Central,4666.28,30.4,97.7,12353.64,304.56
Natural_Gas,2.6,52.35,61.44,0.336,1.0,1.0,East,5863.03,27.9,59.0,2089.57,760.69
Coal,31.2,25.9,60.3,0.617,1.0,1.0,West,4760.1,22.7,74.7,4575.74,10837.24
Coal,9.9,41.32,82.11,0.706,1.0,1.0,North,4953.23,23.6,61.2,12098.5,14235.35
Hydroelectric,36.6,80.16,45.03,0.77,1.258,1.0,West,5527.91,23.0,72.2,2592.95,53.82
Hydroelectric,16.2,85.81,52.7,0.788,0.926,1.0,West,4875.71,21.1,59.4,2096.54,32.41
Wind,17.0,32.28,46.72,0.777,1.022,1.0,West,7561.24,14.5,4.3,885.81,17.06
Natural_Gas,17.6,52.6,59.37,0.464,1.0,1.0,South,2575.04,24.7,39.2,1992.82,792.27
